,Kvadrata,Broj soba,Latitude,Longitude,Sprat,Balkon,Lift,Novogradnja,Plin,Podrum/Tavan,Vrsta grijanja,cluster,Cijena
1424,86.0,4.0,43.82787357,18.35666862,2,1.0,0,0,0,1.0,4.0,8,106000.0
1425,85.0,4.0,43.82943445,18.33868443,4,1.0,0,0,0,1.0,4.0,8,135000.0
1426,63.0,3.0,43.82719245,18.35119691,4,1.0,0,0,0,1.0,4.0,8,78750.0
1427,54.0,2.0,43.83059714,18.35463812,1,1.0,0,0,1.0,1.0,3.0,8,86000.0
1428,39.0,1.5,43.83059714,18.34193518,1,1.0,0,0,0,1.0,5.0,8,55900.0
1430,50.0,1.5,43.82568998,18.35232069,3,0,1.0,0,0,1.0,4.0,8,80000.0
1431,56.0,2.0,43.82696745,18.35187699,6,0,1.0,0,1.0,1.0,4.0,8,70000.0
1432,39.0,1.0,43.82600379,18.3510616,0,0,0,0,1.0,1.0,4.0,8,55000.0
1433,60.0,3.0,43.83310561,18.34399786,4,1.0,0,0,0,1.0,4.0,8,110000.0
1434,78.0,3.0,43.82338419,18.35780587,4,1.0,0,1.0,1.0,1.0,3.0,8,86000.0
1435,39.0,2.0,43.82921258,18.34364381,3,1.0,0,0,0,1.0,4.0,8,63000.0
1436,39.0,1.0,43.82762149,18.35179116,6,1.0,1.0,0,0,0,4.0,8,59000.0
1437,86.0,4.0,43.82516359,18.35866125,4,1.0,0,1.0,1.0,0,1.0,8,100000.0
1439,86.0,4.0,43.82510258,18.35673299,4,1.0,0,0,1.0,0,5.0,8,98900.0
1440,39.0,1.0,43.82869736,18.33811882,1,1.0,0,0,0,0,5.0,8,72000.0
1441,65.0,3.0,43.82863209,18.35767713,0,1.0,0,0,0,0,4.0,8,87750.0
1442,67.0,3.0,43.82974797,18.35250129,5,1.0,0,0,0,0,4.0,8,100500.0
1443,67.0,3.0,43.82236242,18.35171189,1,1.0,0,0,0,0,4.0,8,97150.0
1444,77.0,3.0,43.82380992,18.35333195,2,1.0,0,0,0,0,3.0,8,103950.0
1445,65.0,3.0,43.82895717,18.35701194,4,1.0,0,0,0,0,4.0,8,85000.0
1446,73.0,3.0,43.83301273,18.34729161,0,0,0,1.0,0,0,6.0,8,131400.0
1447,120.0,4.0,43.82555926,18.3466157,3,0,0,0,1.0,0,1.0,8,148500.0
1448,55.0,2.0,43.82255593,18.35447993,3,0,0,0,0,0,4.0,8,75900.0
1449,58.0,2.0,43.82668069,18.34361943,3,1.0,0,0,1.0,0,5.0,8,99000.0
1450,70.0,3.0,43.829468,18.35568156,5,1.0,0,0,0,0,4.0,8,105000.0
1454,51.0,2.0,43.82257916,18.35445847,3,1.0,0,0,0,0,4.0,8,74000.0
1455,70.0,3.0,43.82796645,18.3570334,3,1.0,0,0,0,0,4.0,8,84000.0
1456,75.0,4.0,43.83223879,18.34608998,7,0,1.0,1.0,0,0,4.0,8,130000.0
1458,59.0,3.0,43.82275719,18.35364845,3,0,0,0,0,0,4.0,8,75000.0
1459,60.0,2.0,43.82891073,18.35748401,1,0,0,0,0,0,4.0,8,80000.0
1461,77.0,4.0,43.82280557,18.3533695,2,1.0,0,0,1.0,1.0,4.0,8,88000.0
1466,68.0,3.0,43.82856758,18.34967075,6,1.0,1.0,0,0,0,4.0,8,113000.0
1467,77.0,4.0,43.83060809,18.3537245,3,1.0,0,0,1.0,0,3.0,8,85000.0
1468,109.0,4.0,43.82867853,18.35806336,5,1.0,0,0,0,0,4.0,8,119000.0
1469,68.0,3.0,43.82788819,18.35219194,3,0,1.0,0,0,1.0,4.0,8,107000.0
1470,85.0,3.0,43.82870858,18.35753473,5,1.0,0,0,0,1.0,5.0,8,80500.0
1471,68.0,3.0,43.83326039,18.34656205,6,1.0,1.0,0,1.0,1.0,4.0,8,102000.0
1472,70.0,3.0,43.83172199,18.34702682,2,1.0,1.0,0,0,1.0,4.0,8,110000.0
1473,105.0,3.0,43.82871723,18.35756984,5,1.0,0,0,0,1.0,4.0,8,82000.0
1476,77.0,3.0,43.82663429,18.35133364,4,1.0,0,0,0,1.0,4.0,8,104000.0
1477,28.0,0.5,43.82712966,18.35013201,1,0,1.0,0,0,1.0,4.0,8,50000.0
1478,65.0,3.0,43.82773425,18.35608926,0,0,0,0,0,1.0,4.0,8,79900.0
1479,57.0,2.0,43.83307465,18.3437511,3,1.0,1.0,0,0,0,4.0,8,91200.0
1480,54.0,2.0,43.82270247,18.35405495,3,1.0,0,0,0,0,4.0,8,70000.0
1481,59.0,4.0,43.83175894,18.33991017,1,1.0,0,0,0,0,1.0,8,118000.0
1482,39.0,1.0,43.82763363,18.34464159,1,0,0,0,1.0,0,5.0,8,62000.0
1483,42.0,1.5,43.8247233,18.34877219,13,0,0,0,0,0,4.0,8,65000.0
1484,55.0,2.0,43.82929772,18.337464,2,1.0,0,0,0,0,5.0,8,83000.0
1485,38.0,1.0,43.82609334,18.35089114,0,1.0,0,0,0,0,4.0,8,63000.0
1486,77.0,3.0,43.82282686,18.35261312,3,1.0,0,0,0,0,3.0,8,96250.0
1487,65.0,2.0,43.82768781,18.35754838,0,0,0,0,0,0,5.0,8,55000.0
1488,55.0,2.0,43.82521094,18.35029569,4,0,0,0,1.0,0,4.0,8,80000.0
1489,73.0,3.0,43.82842311,18.34320393,3,1.0,0,0,1.0,1.0,1.0,8,175000.0
1490,58.0,2.0,43.83920391,18.35119691,3,1.0,1.0,0,0,1.0,4.0,8,89900.0
1492,67.0,3.0,43.82987735,18.35399439,2,1.0,1.0,0,0,1.0,4.0,8,97150.0
1493,39.0,1.5,43.82799741,18.33765712,0,1.0,0,0,1.0,1.0,5.0,8,56000.0
1494,39.0,1.0,43.82898813,18.3553597,4,1.0,1.0,0,0,0,4.0,8,67000.0
1495,77.0,3.0,43.82394151,18.35328903,1,1.0,0,0,0,0,4.0,8,100000.0
1496,56.0,2.0,43.82880237,18.35741963,2,1.0,0,0,0,0,4.0,8,72000.0
1498,35.0,1.0,43.82502431,18.34262182,0,1.0,0,0,0,0,1.0,8,65000.0
1500,98.0,5.0,43.82295071,18.35337486,3,1.0,0,0,0,0,6.0,8,76000.0
1501,77.0,4.0,43.823539,18.3529779,1,1.0,0,0,0,0,4.0,8,100100.0
1502,90.0,4.0,43.82274945,18.35162606,0,1.0,0,0,0,0,4.0,8,130000.0
1503,56.0,2.0,43.82504313,18.35475326,4,1.0,0,0,0,0,4.0,8,75000.0
1504,55.0,2.0,43.83104431,18.34469257,2,0,1.0,0,0,0,4.0,8,84000.0
1505,65.0,3.0,43.83301932,18.34480964,6,0,1.0,0,0,0,4.0,8,102000.0
1506,38.0,1.0,43.82933556,18.3534794,4,0,1.0,0,0,0,4.0,8,69000.0
1507,86.0,4.0,43.82760709,18.35658254,2,0,0,0,0,0,4.0,8,103200.0
1508,84.0,4.0,43.82856758,18.35885464,5,0,0,0,0,0,4.0,8,115000.0
1509,89.0,4.0,43.82211471,18.36183991,2,0,0,0,0,0,1.0,8,108000.0
1511,55.0,2.0,43.82514902,18.35017767,1,0,0,0,0,0,6.0,8,84000.0
1512,39.0,2.0,43.8317468,18.3471563,0,0,0,0,0,0,5.0,8,41000.0
1513,48.0,1.0,43.82106196,18.36063828,4,0,0,0,0,0,3.0,8,62000.0
1514,114.0,5.0,43.82744888,18.34273693,3,0,0,0,0,0,6.0,8,115000.0
1515,63.0,3.0,43.82087617,18.34930863,2,0,0,0,0,0,4.0,8,94000.0
1516,65.0,3.0,43.82557044,18.35086137,4,0,0,0,0,0,4.0,8,80000.0
1518,60.0,3.0,43.82867853,18.33780732,1,0,0,0,0,0,1.0,8,112000.0
1521,54.0,2.0,43.82731629,18.35634675,0,0,0,0,0,0,4.0,8,82000.0
1522,35.0,1.0,43.82452892,18.35395147,0,0,0,0,0,0,4.0,8,50000.0
1523,90.0,4.0,43.82867853,18.3556601,5,1.0,0,0,0,0,4.0,8,96000.0
1524,76.0,3.0,43.82911197,18.35711923,4,0,0,0,0,0,4.0,8,95000.0
1525,55.0,2.0,43.82889525,18.34512439,6,1.0,1.0,0,1.0,1.0,4.0,8,87000.0
1527,75.0,3.0,43.84215223,18.35171189,3,1.0,1.0,0,0,1.0,4.0,8,135000.0
1528,56.0,3.0,43.82749431,18.34173408,1,0,1.0,1.0,1.0,0,1.0,8,117000.0
1529,85.0,3.0,43.82870949,18.35831013,5,1.0,0,0,0,0,5.0,8,75000.0
1531,68.0,3.0,43.82911712,18.34271847,2,1.0,1.0,0,1.0,1.0,4.0,8,100000.0
1539,55.0,2.0,43.8248394,18.34894385,3,1.0,0,0,1.0,1.0,4.0,8,88000.0
1540,37.0,1.0,43.82277654,18.35172799,3,1.0,0,0,1.0,0,4.0,8,64000.0
1542,54.0,2.0,43.83425436,18.34207084,3,1.0,1.0,1.0,0,1.0,4.0,8,125000.0
1543,55.0,2.0,43.8236465,18.35062553,4,1.0,0,0,1.0,1.0,4.0,8,85000.0
1544,56.0,2.0,43.82942156,18.34536042,6,0,1.0,0,1.0,1.0,2.0,8,90000.0
1545,37.0,1.5,43.83441045,18.34244125,5,1.0,1.0,1.0,0,0,4.0,8,75000.0
1546,72.0,3.0,43.82868961,18.3583894,3,1.0,0,0,0,1.0,4.0,8,115000.0
1547,77.0,4.0,43.82280751,18.35337486,2,1.0,0,0,1.0,1.0,4.0,8,88000.0
1548,81.0,3.0,43.82364737,18.35291352,3,1.0,0,0,1.0,1.0,4.0,8,105000.0
1549,60.0,2.0,43.82545777,18.34961702,1,0,1.0,0,1.0,1.0,3.0,8,114000.0
1550,83.0,3.0,43.83393886,18.34293305,8,0,1.0,0,0,1.0,4.0,8,105000.0
1552,39.0,1.0,43.82894169,18.35772004,3,1.0,0,0,0,1.0,4.0,8,65000.0
1553,54.0,3.0,43.82391302,18.33827376,1,1.0,0,0,1.0,0,3.0,8,100000.0
1555,69.0,3.0,43.82747109,18.35563865,2,1.0,0,0,0,0,4.0,8,89700.0
1556,87.0,4.0,43.82249609,18.35248178,0,1.0,0,0,1.0,1.0,4.0,8,90000.0
1557,39.0,1.0,43.82341515,18.35304227,4,0,0,0,0,0,5.0,8,58000.0
1559,61.0,2.0,43.82768341,18.3384123,2,1.0,0,0,1.0,1.0,6.0,8,91000.0
1560,47.0,1.5,43.83363962,18.34318247,6,1.0,1.0,0,0,1.0,4.0,8,76000.0
1561,77.0,4.0,43.82778069,18.35497346,1,1.0,0,0,1.0,1.0,4.0,8,110000.0
1562,65.0,2.0,43.82887977,18.35776296,4,1.0,0,0,1.0,1.0,2.0,8,87000.0
1564,74.0,3.0,43.82799741,18.35222688,4,0,1.0,1.0,1.0,1.0,4.0,8,150000.0
1567,43.0,1.0,43.83165393,18.34729578,0,0,0,0,0,0,6.0,8,38888.0
1568,76.0,3.0,43.83167169,18.33653938,2,0,0,0,0,0,5.0,8,89000.0
1570,35.0,3.0,43.82917302,18.340755,2,1.0,0,0,0,0,5.0,8,80000.0
1573,62.0,3.0,43.82404703,18.35548282,3,1.0,0,1.0,0,1.0,6.0,8,61380.0
1574,83.0,3.0,43.83744286,18.33038089,1,1.0,1.0,1.0,1.0,0,1.0,8,130483.0
1584,70.0,3.0,43.81994639,18.35875799,4,1.0,0,1.0,1.0,0,3.0,8,100000.0
1585,39.0,1.5,43.82976211,18.35390058,5,1.0,1.0,0,0,1.0,4.0,8,70000.0
1588,57.0,3.0,43.82836453,18.33740379,1,1.0,1.0,1.0,1.0,0,3.0,8,114500.0
1589,74.0,3.0,43.83202209,18.35119691,0,0,1.0,0,0,0,2.0,8,148000.0
1590,68.0,3.0,43.82766948,18.35233927,6,1.0,1.0,0,0,1.0,4.0,8,102000.0
1591,55.0,2.0,43.83251741,18.34879365,0,0,0,0,0,0,2.0,8,105431.0
1592,68.0,3.0,43.83226975,18.35016694,0,0,0,0,0,0,2.0,8,136380.0
1593,92.0,3.0,43.82704538,18.35809555,3,1.0,0,0,0,1.0,6.0,8,110000.0
1602,51.0,2.0,43.85418358,18.42483284,1,0,0,1,1,0,3.0,7,142800.0
1609,60.0,3.0,43.85521683,18.43044824,4,1.0,0,0,1,1.0,3.0,7,150000.0
1614,56.0,2.0,43.85633474,18.43324847,0,0,0,0,0,0,1.0,7,128000.0
1680,80.0,4.0,43.85792454,18.43369371,4,0,0,0,1,1.0,1.0,7,164800.0
1681,80.0,4.0,43.85794388,18.43365616,4,0,0,0,1,1.0,1.0,7,164800.0
1682,67.0,3.0,43.85721668,18.42975087,1,0,0,0,1,1.0,3.0,7,160000.0
1684,80.0,3.0,43.85606132,18.4328938,1,0,0,0,1,0,1.0,7,220000.0
1685,41.0,1.5,43.85731847,18.43282809,0,0,0,1,1,0,3.0,7,180000.0
1686,43.0,2.0,43.85300506,18.43030572,0,0,0,0,1,1.0,1.0,7,99000.0
1687,62.0,3.0,43.8561336,18.43269057,3,1.0,1.0,0,0,0,5.0,7,169000.0
1690,59.0,3.0,43.85541369,18.43072834,4,1.0,0,0,1,1.0,1.0,7,170000.0
1691,60.0,3.0,43.85541889,18.43068123,4,1.0,0,0,1,1.0,1.0,7,150000.0
1693,68.0,2.0,43.85788199,18.43332357,1,0,0,0,1,1.0,1.0,7,210000.0
1694,51.0,2.0,43.8561735,18.42249085,17,1.0,1.0,0,0,0,4.0,7,153000.0
1695,80.0,3.0,43.85604076,18.43423552,1,0,0,0,1,0,1.0,7,230000.0
1696,80.0,3.0,43.85790520000001,18.43368835,4,0,0,0,1,0,3.0,7,170000.0
1698,96.0,4.0,43.85611935,18.42346718,3,1.0,1.0,0,0,1.0,4.0,7,265000.0
1699,96.0,4.0,43.85621218,18.42318286,3,1.0,1.0,0,0,1.0,4.0,7,265000.0
1700,75.0,4.0,43.85532605,18.43025208,1,0,0,0,0,1.0,3.0,7,145000.0
1701,68.0,2.0,43.85840805,18.43372054,1,0,0,0,1,0,1.0,7,209000.0
1702,120.0,4.0,43.85933341,18.43229055,1,0,0,0,1,1.0,1.0,7,280000.0
1703,96.0,3.0,43.85656805,18.428890600000006,3,1.0,1.0,0,1,0,4.0,7,280000.0
1704,63.0,3.0,43.85392096,18.42979646,0,0,0,0,0,1.0,5.0,7,130000.0
1705,89.0,3.0,43.85651655,18.4296704,2,1.0,0,0,1,1.0,1.0,7,213600.0
1706,60.0,3.0,43.85630725,18.43418302,1,0,0,0,1,1.0,1.0,7,140000.0
1707,58.0,3.0,43.85647593,18.43371785,4,1.0,0,0,1,1.0,3.0,7,150000.0
1708,68.0,3.0,43.85369008,18.42165937,3,1.0,0,0,1,1.0,3.0,7,139000.0
1709,82.0,3.0,43.85474104,18.43239016,1,0,0,0,1,1.0,1.0,7,246000.0
1710,82.0,3.0,43.85480293,18.43148894,1,0,0,0,1,1.0,3.0,7,246000.0
1711,129.0,4.0,43.85904362,18.42165937,1,0,0,0,1,0,1.0,7,369000.0
1713,41.0,1.0,43.85503502,18.43105978,0,0,0,0,1,1.0,1.0,7,64000.0
1714,50.0,2.0,43.85736712,18.43579235,0,0,0,0,1,0,1.0,7,110000.0
1715,92.0,3.0,43.86040392,18.43239016,2,0,0,0,1,0,1.0,7,175000.0
1716,116.0,5.0,43.85950656,18.42985815,1,1.0,0,0,1,1.0,1.0,7,290000.0
1717,51.0,2.0,43.85428029,18.42512789,1,0,0,1,1,0,3.0,7,132600.0
1719,150.0,5.0,43.85198247,18.43218746,3,1.0,0,0,0,0,3.0,7,110000.0
1720,69.0,2.0,43.85763443,18.43331284,1,0,0,0,1,1.0,1.0,7,210000.0
1723,113.0,3.0,43.85675831,18.43216485,2,0,0,0,1,0,3.0,7,210000.0
1724,54.0,3.0,43.85539212,18.421187300000003,3,0,0,0,1,0,1.0,7,140000.0
1725,100.0,4.0,43.85736712,18.43311014,0,0,0,0,0,0,3.0,7,200000.0
1726,63.0,3.0,43.85698861,18.43328302,1,0,0,0,0,0,1.0,7,252000.0
1727,30.0,1.0,43.85257047,18.43068542,0,0,0,0,0,0,5.0,7,70000.0
1732,70.0,3.0,43.85644305,18.43393511,4,0,1.0,0,1,0,4.0,7,210000.0
1733,60.0,3.0,43.85598661,18.43261547,4,1.0,0,0,1,0,1.0,7,30000.0
1735,68.0,2.0,43.8562586,18.42320432,2,1.0,0,0,0,0,4.0,7,170000.0
1738,66.0,4.0,43.85886792,18.43658628,0,0,0,0,0,0,1.0,7,90000.0
1739,89.0,3.0,43.85620323,18.42955238,2,1.0,0,0,1,1.0,3.0,7,195800.0
1740,71.0,3.0,43.85568833,18.42902245,1,0,0,0,0,0,6.0,7,150000.0
1746,51.0,2.0,43.85419519,18.4244627,1,0,0,1,1,0,1.0,7,142800.0
1748,68.0,2.0,43.85419519,18.42472019,1,0,0,1,1,1.0,1.0,7,168000.0
1749,51.0,1.5,43.85418787,18.42474586,1,0,0,1,1,1.0,3.0,7,130000.0
1750,75.0,3.0,43.85410664,18.42999763,2,1.0,0,1,1,1.0,5.0,7,67500.0
1760,74.0,3.0,43.85721668,18.43320555,3,1.0,0,1,1,1.0,3.0,7,225000.0
1762,74.0,3.0,43.85724763,18.43316264,2,1.0,0,1,1,1.0,3.0,7,225000.0
1763,73.0,3.0,43.85718574,18.43316264,0,1.0,0,1,1,1.0,3.0,7,225000.0
1764,72.0,3.0,43.85743329,18.43303389,0,1.0,0,1,1,1.0,3.0,7,225000.0
1765,77.0,4.0,43.85641333,18.42704525,4,0,1.0,0,0,0,4.0,7,308520.0
1766,68.0,4.0,43.85483387,18.43183226,3,0,0,0,1,1.0,3.0,7,135000.0
1771,53.0,2.0,43.84861326,18.38844743,7,1,1,0,0,1,4.0,9,122222.0
1790,150.0,4.0,43.84791823,18.39515914,1,1,0,1.0,1,1,3.0,9,450000.0
1791,53.0,2.0,43.85183105,18.3920603,0,0,0,0,1,1,1.0,9,129000.0
1792,70.0,2.0,43.84773454,18.39124802,0,1,0,0,1,1,3.0,9,166000.0
1811,55.0,2.0,43.84873989,18.38919403,5,0,0,0,1,1,1.0,9,115000.0
1813,90.0,4.0,43.85139778,18.39497854,6,0,1,0,1,1,4.0,9,260000.0
1814,139.0,4.0,43.84948478,18.39695533,6,1,1,1.0,1,1,1.0,9,275000.0
1815,75.0,3.0,43.852744,18.40085794,1,0,1,0,0,1,4.0,9,175000.0
1817,69.0,3.0,43.84896918,18.39964833,4,1,0,0,1,1,1.0,9,160000.0
1819,80.0,3.0,43.85029911,18.4007292,3,1,1,0,1,1,3.0,9,180000.0
1822,52.0,2.0,43.84999284,18.39362504,0,1,0,0,1,1,3.0,9,95000.0
1824,72.0,3.0,43.85406010000001,18.3925673,5,1,1,1.0,0,1,4.0,9,105000.0
1825,37.0,1.0,43.85214052,18.39240362,1,0,0,0,1,1,6.0,9,84600.0
1826,80.0,3.0,43.84996963,18.3920479,5,0,0,0,1,1,1.0,9,149000.0
1845,58.0,2.0,43.85406010000001,18.3925673,12,1,1,0,0,1,5.0,9,34800.0
1846,57.0,2.0,43.85025489,18.40028753,0,0,0,0,1,1,4.0,9,127000.0
1847,137.0,4.0,43.84953959,18.395175100000003,5,1,1,0,0,1,4.0,9,250000.0
1848,60.0,3.0,43.85252383,18.3979788,13,1,1,0,0,1,4.0,9,123500.0
1849,73.0,3.0,43.8530698,18.39874711,4,1,1,0,0,1,4.0,9,146000.0
1850,42.0,1.0,43.85260396,18.40234604,6,1,1,0,0,0,4.0,9,130000.0
1851,54.0,2.0,43.84951313,18.39465501,10,1,1,0,0,1,4.0,9,112000.0
1852,53.0,2.0,43.84953400000001,18.39463797,10,1,1,0,0,1,4.0,9,111000.0
1854,140.0,4.0,43.84930522,18.39644078,6,1,1,0,1,0,3.0,9,280000.0
1855,71.0,3.0,43.85243098,18.4016266,5,1,1,0,0,0,4.0,9,158000.0
1856,54.0,2.0,43.85251189,18.3875971,0,0,0,0,1,1,1.0,9,129000.0
1857,78.0,3.0,43.851182,18.40172973,3,1,1,0,0,1,4.0,9,202000.0
1858,71.0,3.0,43.85311536,18.4007292,5,1,1,0,0,1,4.0,9,165000.0
1859,71.0,3.0,43.85209056,18.39763548,5,1,1,0,0,0,4.0,9,158000.0
1860,52.0,2.0,43.84910306,18.39137735,4,1,0,0,1,1,3.0,9,89000.0
2033,110.0,3.0,43.85211177,18.40565195,3,1,0,1.0,1,1,3.0,9,198000.0
2034,55.0,2.0,43.85406010000001,18.3925673,3,1,1,0,1,1,4.0,9,33000.0
2037,138.0,5.0,43.84935518,18.39508583,6,1,1,1.0,1,1,1.0,9,270000.0
2038,55.0,2.0,43.85190389,18.397927300000006,7,1,1,0,0,1,4.0,9,113300.0
2039,53.0,2.0,43.85245,18.39334776,5,1,0,0,1,1,1.0,9,110000.0
2040,57.0,2.0,43.84947897,18.40094377,3,1,0,0,1,1,1.0,9,127000.0
2041,55.0,3.0,43.84900786,18.38984218,5,1,0,0,0,1,4.0,9,121000.0
2043,67.0,3.0,43.85068597,18.39832594,1,0,1,0,1,1,1.0,9,185000.0
2044,52.0,2.0,43.85089907,18.40113308,7,1,1,0,1,0,1.0,9,155000.0
2045,55.0,2.0,43.84923224,18.38972416,5,1,0,0,0,0,4.0,9,121000.0
2046,91.0,4.0,43.85282136,18.4015875,7,1,1,0,1,0,2.0,9,360000.0
2047,65.0,3.0,43.84879896,18.39964833,4,1,0,0,1,0,3.0,9,171000.0
2048,56.0,2.0,43.85081062,18.39660134,5,1,1,0,1,1,1.0,9,116900.0
2051,35.0,1.0,43.84895284,18.39803626,3,1,1,0,1,1,3.0,9,238000.0
2052,78.0,4.0,43.85406010000001,18.3925673,3,1,1,0,0,1,4.0,9,117000.0
2053,62.0,3.0,43.85406010000001,18.3925673,3,1,0,0,1,1,3.0,9,130000.0
2054,53.0,2.0,43.84916594,18.39087631,0,0,0,0,1,1,1.0,9,104900.0
2055,50.0,2.0,43.84932509,18.39136567,4,0,0,0,0,1,1.0,9,115000.0
2056,50.0,2.0,43.85086392,18.38964631,5,1,0,0,0,0,3.0,9,97000.0
2058,53.0,2.0,43.84902667,18.39025404,0,0,0,0,1,0,1.0,9,108150.0
2059,53.0,2.0,43.84901894,18.39006092,0,0,0,0,1,0,1.0,9,108150.0
2060,53.0,2.0,43.84863948,18.39155068,0,0,0,0,1,0,6.0,9,105000.0
2061,84.0,4.0,43.8497343,18.39263965,5,0,0,0,1,0,3.0,9,168000.0
2062,53.0,2.0,43.84892554,18.39286512,0,1,1,0,1,1,1.0,9,99000.0
2063,53.0,2.0,43.85406010000001,18.3925673,0,0,0,0,1,0,1.0,9,95000.0
2065,82.0,3.0,43.84893736,18.39828302,2,1,1,0,1,1,1.0,9,192700.0
2066,71.0,3.0,43.85279687,18.3995632,7,1,1,0,0,1,4.0,9,158500.0
2067,51.0,2.0,43.84954173,18.38632312,6,1,1,0,1,1,3.0,9,136900.0
2068,84.0,3.0,43.85406010000001,18.3925673,2,1,1,1.0,1,1,3.0,9,165000.0
2069,53.0,2.0,43.84898566,18.39285132,0,1,1,0,1,1,3.0,9,100000.0
2070,55.0,2.0,43.85406010000001,18.3925673,6,1,1,0,0,1,4.0,9,103000.0
2071,53.0,2.0,43.84994508,18.39232561,0,1,0,0,1,1,1.0,9,98000.0
2072,58.0,2.0,43.85406010000001,18.3925673,1,1,0,0,1,1,3.0,9,145000.0
2073,71.0,3.0,43.8504818,18.39247074,5,1,0,0,1,1,3.0,9,105000.0
2074,52.0,2.0,43.85053209,18.38825431,1,1,0,0,0,1,1.0,9,108000.0
2075,46.0,2.0,43.84867516,18.3990958,0,0,0,0,1,1,3.0,9,120000.0
2076,83.0,3.0,43.85231117,18.40783853,3,0,0,0,0,1,4.0,9,200000.0
2078,72.0,3.0,43.85285103,18.39955247,7,1,1,0,0,0,2.0,9,159000.0
2079,53.0,2.0,43.84887766,18.3927988,2,1,1,0,1,0,4.0,9,120000.0
2080,54.0,2.0,43.85121687,18.39350682,6,1,1,0,1,0,1.0,9,101000.0
2081,52.0,2.0,43.85056991,18.39272548,4,1,0,0,1,0,5.0,9,102000.0
2082,66.0,2.0,43.85109924,18.39451553,5,1,0,0,1,0,1.0,9,139500.0
2083,39.0,1.5,43.85099631,18.40130057,1,0,1,0,1,0,5.0,9,105000.0
2085,119.0,4.0,43.84880196,18.38992526,5,0,0,1.0,0,0,5.0,9,185000.0
2086,69.0,4.0,43.8513687,18.39867708,4,0,0,0,1,0,3.0,9,145000.0
2087,32.0,1.0,43.85406010000001,18.3925673,3,0,0,0,0,0,4.0,9,60000.0
2088,29.0,0.5,43.85406010000001,18.3925673,0,0,0,0,0,0,4.0,9,51000.0
2093,76.0,3.0,43.848221,18.38630797,8,1,1,0,1,1,4.0,9,209000.0
2094,54.0,1.0,43.85254370000001,18.39926209,2,1,1,0,0,0,4.0,9,35100.0
2096,72.0,3.0,43.84921391,18.38978824,5,1,0,1.0,0,1,4.0,9,147000.0
2099,84.0,4.0,43.84904569,18.39851906,7,1,1,0,1,1,3.0,9,180000.0
2101,53.0,2.0,43.84899926,18.39240362,2,1,1,0,1,1,3.0,9,95000.0
2104,56.0,2.0,43.8512217,18.40584394,3,1,0,0,1,1,3.0,9,129000.0
2106,51.0,2.0,43.85091454,18.39807536,4,1,0,0,1,1,1.0,9,118000.0
2107,63.0,3.0,43.84863647,18.38878002,0,1,0,0,1,1,4.0,9,155000.0
2108,77.0,3.0,43.85215246,18.40271715,2,1,0,0,1,1,3.0,9,205000.0
2109,105.0,4.0,43.8492778,18.40109398,4,1,0,0,1,1,3.0,9,185000.0
2111,54.0,2.0,43.84854922,18.38933862,4,1,0,0,1,1,1.0,9,115000.0
2112,60.0,3.0,43.84979941,18.39258434,0,0,0,0,1,1,1.0,9,117000.0
2113,55.0,3.0,43.84904116,18.38992359,5,0,0,0,1,1,1.0,9,115000.0
2115,59.0,3.0,43.85107703,18.40197686,5,0,0,0,0,1,5.0,9,125000.0
2116,53.0,2.0,43.85045743,18.39364462,0,1,0,0,1,1,4.0,9,104000.0
2117,55.0,2.0,43.85036187,18.39364018,7,1,1,0,1,0,3.0,9,125000.0
2118,54.0,2.0,43.85246856,18.40490057,15,1,1,0,0,0,4.0,9,120000.0
2119,73.0,3.0,43.85110377,18.38914205,3,1,1,0,0,0,4.0,9,185000.0
2120,105.0,4.0,43.84845765,18.40476324,4,1,0,0,1,0,1.0,9,185000.0
2122,68.0,3.0,43.84828829,18.39020696,0,1,0,0,1,0,3.0,9,165000.0
2123,52.0,2.0,43.84907664,18.39034368,4,1,0,0,0,0,3.0,9,113000.0
2124,105.0,3.0,43.84846086,18.39087845,5,1,0,0,1,0,3.0,9,155000.0
2125,51.0,2.0,43.85406010000001,18.3925673,4,1,0,0,0,0,5.0,9,107000.0
2126,95.0,4.0,43.84884872,18.39935902,2,0,1,0,1,0,1.0,9,180000.0
2127,86.0,4.0,43.85272852,18.40167333,0,0,0,0,0,0,4.0,9,192000.0
2130,54.0,2.0,43.85026903,18.39376893,6,1,1,0,1,1,3.0,9,125600.0
2132,83.0,3.0,43.84920129,18.39001384,5,1,0,0,1,1,3.0,9,170000.0
2133,77.0,3.0,43.85149062,18.40365817,1,0,0,0,1,1,3.0,9,186000.0
2134,89.0,3.0,43.8481791,18.38841249,5,1,0,0,1,0,3.0,9,135000.0
2135,50.0,2.0,43.85147515,18.39630892,0,0,1,0,1,0,3.0,9,98000.0
2136,53.0,2.0,43.85024775,18.39839038,5,1,0,0,1,0,1.0,9,95000.0
2139,91.0,4.0,43.85176915,18.40313246,7,1,1,0,0,0,4.0,9,369000.0
2140,71.0,3.0,43.85016758,18.39248945,5,1,0,0,0,1,4.0,9,105000.0
2141,70.0,3.0,43.85214912,18.40487328,1,1,0,0,1,1,3.0,9,210000.0
2142,57.0,2.0,43.85125785,18.39724065,5,1,1,0,1,1,3.0,9,106000.0
2143,58.0,2.0,43.85138316,18.40181556,3,1,1,0,1,1,3.0,9,120000.0
