,Kvadrata,Broj soba,Latitude,Longitude,Sprat,Balkon,Lift,Novogradnja,Plin,Podrum/Tavan,Vrsta grijanja,cluster,Cijena
3197,88.0,3.0,43.867023,18.4115964,2,1,0,0,1,1,1.0,15,249000.0
3198,56.0,2.0,43.85803793,18.41026535,8,1,1,0,0,1,4.0,15,82500.0
3199,55.0,2.0,43.87162488,18.41675629,6,1,0,0,1,1,3.0,15,119450.0
3200,50.0,1.5,43.87067742,18.42123022,0,1,0,0,0,1,4.0,15,105000.0
3201,41.0,2.0,43.87312146,18.41204633,11,0,1,0,0,1,4.0,15,88000.0
3202,73.0,3.0,43.8707625,18.420962,2,0,0,0,1,1,3.0,15,240000.0
3203,50.0,3.0,43.86608296,18.4217452,1,0,0,0,1,1,1.0,15,133500.0
3204,72.0,2.0,43.86086929,18.41492166,4,1,0,0,1,0,1.0,15,225000.0
3205,63.0,3.0,43.87955594,18.41436376,4,1,1,0,1,0,3.0,15,44100.0
3206,50.0,1.5,43.87214695,18.41983547,0,0,0,0,1,0,2.0,15,105000.0
3207,69.0,3.0,43.86650065,18.41387023,1,0,1,0,0,1,4.0,15,145000.0
3208,75.0,3.0,43.86650065,18.41275444,14,1,1,0,0,1,2.0,15,180000.0
3209,56.0,3.0,43.86851946,18.41883769,1,1,0,0,1,1,1.0,15,195000.0
3210,78.0,3.0,43.86569620000001,18.41331233,12,1,1,0,0,1,4.0,15,167000.0
3211,78.0,3.0,43.86623766,18.41337134,14,1,1,0,0,1,4.0,15,175000.0
3212,80.0,3.0,43.87112602,18.41629495,1,1,0,0,1,1,1.0,15,190000.0
3213,80.0,3.0,43.87112988,18.41634323,1,1,0,0,1,1,1.0,15,190000.0
3214,105.0,4.0,43.87282756,18.41699769,1,1,0,0,0,1,4.0,15,210000.0
3215,52.0,3.0,43.8766636,18.41279735,0,0,0,0,1,1,1.0,15,119000.0
3216,40.0,1.0,43.87474948,18.41257741,10,0,1,0,1,1,4.0,15,85000.0
3218,49.0,3.0,43.86585091,18.41623058,0,0,0,0,1,1,3.0,15,92000.0
3219,40.0,2.0,43.86879017,18.42032899,0,0,0,0,1,1,3.0,15,99000.0
3220,45.0,1.5,43.86730509,18.42011442,1,0,0,0,1,1,3.0,15,110000.0
3221,67.0,3.0,43.86791614,18.41694941,0,0,0,0,0,1,4.0,15,142000.0
3222,71.0,3.0,43.86637689,18.41612329,0,0,0,1,1,1,1.0,15,168000.0
3223,116.0,4.0,43.85876513,18.41380586,4,0,0,0,1,1,5.0,15,285000.0
3224,79.0,3.0,43.87028296,18.41656317,1,0,0,0,1,1,1.0,15,190000.0
3225,80.0,3.0,43.87225105,18.41799974,1,1,0,0,0,1,4.0,15,208000.0
3226,65.0,3.0,43.86841891,18.41202487,11,1,1,0,0,0,4.0,15,128000.0
3228,95.0,4.0,43.87069167,18.41824955,0,1,0,0,0,0,4.0,15,230000.0
3230,80.0,3.0,43.87047632,18.41668119,1,1,0,0,1,0,3.0,15,190000.0
3232,82.0,4.0,43.87070835,18.4211122,3,1,0,0,0,1,4.0,15,190000.0
3234,80.0,4.0,43.87217789,18.41823151,1,1,0,0,0,1,4.0,15,204000.0
3235,62.0,2.0,43.86068363,18.41402044,4,1,0,0,1,1,1.0,15,165000.0
3236,78.0,3.0,43.87278116,18.41361274,0,0,1,1,0,0,4.0,15,316000.0
3237,58.0,3.0,43.86783106,18.41996421,4,0,0,0,0,0,1.0,15,127500.0
3238,87.0,3.0,43.87200773,18.41904153,1,1,0,0,0,1,4.0,15,235000.0
3239,58.0,2.0,43.87205414,18.41799011,4,1,0,0,1,1,1.0,15,156500.0
3241,65.0,3.0,43.88032927,18.41402044,5,1,1,1,1,0,3.0,15,52000.0
3242,80.0,3.0,43.87048761,18.42111111,1,1,0,0,0,1,4.0,15,204000.0
3243,114.0,4.0,43.86160418,18.41380586,1,0,0,0,1,0,3.0,15,195000.0
3246,48.0,2.0,43.86723161,18.42219581,0,1,0,0,1,1,5.0,15,120000.0
3247,79.0,4.0,43.87264968,18.41351618,4,0,0,0,0,1,4.0,15,165000.0
3248,44.0,2.0,43.8661139,18.41590871,5,1,0,0,1,1,1.0,15,100000.0
3249,49.0,3.0,43.86671723,18.4195136,0,1,0,0,1,0,3.0,15,125000.0
3251,108.0,4.0,43.86969513,18.41741611,2,0,1,1,1,0,1.0,15,270000.0
3253,70.0,3.0,43.87034483,18.41648807,4,1,0,0,1,0,1.0,15,170000.0
3254,74.0,3.0,43.8532104,18.41565122,3,0,0,0,0,1,5.0,15,169000.0
3255,54.0,2.0,43.8714818,18.41659536,6,1,0,0,1,1,1.0,15,120000.0
3256,54.0,2.0,43.87182984,18.41654171,6,0,0,0,0,1,1.0,15,120000.0
3257,66.0,3.0,43.87195359,18.41655244,3,1,0,0,0,0,4.0,15,160000.0
3260,83.0,4.0,43.8707857,18.41786136,3,1,1,0,1,1,4.0,15,209700.0
3261,93.0,4.0,43.86662441,18.41659536,2,1,0,0,1,1,3.0,15,240000.0
3262,43.0,1.0,43.87415783,18.4125184,10,0,1,0,0,1,4.0,15,83900.0
3263,65.0,2.0,43.86457460000001,18.4158658,1,0,0,0,1,1,3.0,15,180800.0
3264,73.0,3.0,43.87517098,18.41261496,11,1,1,0,0,1,4.0,15,105000.0
3265,77.0,3.0,43.87070449,18.41650416,1,1,0,0,1,1,1.0,15,155000.0
3266,66.0,3.0,43.8709868,18.4119605,11,1,1,0,0,0,4.0,15,106000.0
3269,83.0,4.0,43.86829515,18.41985692,1,1,0,0,0,0,4.0,15,220000.0
3270,42.0,1.5,43.87797832,18.41026535,1,0,0,0,1,0,3.0,15,85000.0
3271,54.0,1.5,43.87141870000001,18.41664023,6,0,0,0,1,0,3.0,15,124000.0
3272,64.0,3.0,43.87190719,18.41661682,5,1,0,0,1,1,1.0,15,104000.0
3273,122.0,5.0,43.86105495,18.41375222,2,1,0,0,1,1,3.0,15,265000.0
3274,83.0,4.0,43.87284303,18.41350545,0,1,1,0,0,0,4.0,15,376000.0
3275,65.0,3.0,43.8830513,18.41556539,1,1,0,0,0,0,5.0,15,69000.0
3276,33.0,1.0,43.87145086,18.41505041,0,0,0,0,1,0,5.0,15,55000.0
3278,105.0,4.0,43.87183758,18.42163791,1,1,0,0,1,0,3.0,15,220000.0
3279,76.0,2.0,43.86702663,18.41962089,0,1,0,0,1,1,1.0,15,155000.0
3280,71.0,3.0,43.86767636,18.421037100000003,0,1,0,0,1,1,6.0,15,128000.0
3282,35.0,1.0,43.87691802,18.41343865,0,0,0,0,1,0,3.0,15,66000.0
3283,64.0,2.0,43.87324521,18.41243257,10,1,1,0,0,0,4.0,15,119500.0
3285,58.0,2.0,43.87750657,18.41366639,0,0,0,0,0,0,1.0,15,80000.0
3286,43.0,1.5,43.87475618,18.41303095,10,0,0,0,0,0,4.0,15,89000.0
3287,33.0,1.0,43.86697249,18.4180813,0,0,0,0,0,0,1.0,15,79500.0
3288,77.0,3.0,43.87155141,18.41551711,2,0,0,0,0,0,1.0,15,165000.0
3289,62.0,3.0,43.86588185,18.41565122,5,0,0,0,0,0,1.0,15,165000.0
3291,55.0,2.0,43.8613489,18.41983547,3,0,0,0,0,0,1.0,15,98000.0
3292,64.0,3.0,43.86684099,18.41513624,0,0,0,0,0,0,4.0,15,142000.0
3293,51.0,2.0,43.87578002,18.41467758,1,1,0,0,1,0,3.0,15,75000.0
3300,65.0,3.0,43.87636264,18.41285594,11,1,1,0,1,0,4.0,15,128000.0
3302,70.0,3.0,43.86637689,18.41818859,1,1,0,0,1,1,3.0,15,187500.0
3303,80.0,3.0,43.86997357,18.41659536,1,1,0,0,1,1,3.0,15,190000.0
3305,40.0,1.0,43.86631501,18.41148843,10,0,1,0,0,1,4.0,15,83000.0
3306,74.0,3.0,43.86804974,18.42026051,4,0,0,0,0,1,2.0,15,160000.0
3308,55.0,2.0,43.8712807,18.41577997,6,1,0,0,1,0,1.0,15,120000.0
3309,72.0,3.0,43.8715282,18.41674556,1,1,0,0,1,0,1.0,15,165000.0
3310,48.0,1.5,43.86708851,18.41769641,0,0,0,0,1,0,3.0,15,110000.0
3311,52.0,2.0,43.86621801,18.41905117,1,0,0,0,1,1,1.0,15,130000.0
3312,50.0,1.0,43.87205414,18.41917028,0,0,0,0,1,0,4.0,15,110000.0
3313,50.0,2.0,43.87075476,18.41820468,0,1,0,0,0,0,4.0,15,120000.0
3318,66.0,3.0,43.87952083,18.41033936,3,1,1,1,1,1,1.0,15,138600.0
3322,68.0,3.0,43.88540205,18.4158658,4,1,1,1,1,0,1.0,15,165000.0
3325,73.0,2.0,43.87791645,18.41610183,1,1,1,1,1,1,1.0,15,135000.0
3326,72.0,3.0,43.88088606,18.40968599,2,1,1,1,1,1,1.0,15,168700.0
3327,44.0,2.0,43.87871655,18.41394424,2,1,1,1,1,1,1.0,15,92400.0
3328,53.0,2.0,43.88145831,18.41030826,1,1,1,1,1,1,1.0,15,135000.0
3332,104.0,3.0,43.87636554,18.4163475,2,1,0,1,1,1,3.0,15,228800.0
3333,104.0,3.0,43.87748337,18.41635932,2,1,0,1,1,0,3.0,15,250652.0
3350,79.0,3.0,43.87284303,18.41492166,1,1,0,0,1,1,4.0,15,190000.0
3351,86.0,3.0,43.867023,18.4115964,4,0,0,1,1,1,1.0,15,195000.0
3352,58.0,3.0,43.86798327,18.41981962,4,0,0,1,1,0,3.0,15,125000.0
3353,75.0,3.0,43.88199962,18.41075887,2,1,1,1,1,1,3.0,15,170000.0
3354,70.0,2.0,43.87316787,18.41805448,3,1,1,1,0,0,4.0,15,196350.0
3355,75.0,2.0,43.87312146,18.41794719,3,1,1,1,0,0,4.0,15,210570.0
3356,126.0,5.0,43.87050726,18.41331233,2,1,0,1,0,0,6.0,15,497345.0
3357,84.0,3.0,43.85279261,18.41086616,7,1,1,1,1,0,1.0,15,269000.0
3358,80.0,4.0,43.85294735,18.41075887,3,1,1,1,1,1,1.0,15,280000.0
3375,46.0,2.0,43.8562586,18.4130763,4,0,0,1.0,1.0,0,1.0,16,178000.0
3378,81.0,3.0,43.85598427,18.41023316,4,0,0,0,1.0,1.0,3.0,16,259000.0
3379,54.0,2.0,43.85364366,18.41167082,1,1.0,1.0,1.0,1.0,0,1.0,16,161460.0
3380,68.0,3.0,43.85358176,18.41170301,1,1.0,1.0,1.0,1.0,0,1.0,16,203320.0
3383,73.0,3.0,43.85761072,18.40834379,5,1.0,1.0,0,1.0,1.0,3.0,16,175000.0
3407,102.0,5.0,43.85792963,18.41141333,2,1.0,0,0,1.0,1.0,1.0,16,360000.0
3408,130.0,4.0,43.85583697,18.40756168,1,1.0,0,0,1.0,1.0,5.0,16,390000.0
3410,63.0,3.0,43.8594691,18.40554466,0,0,0,0,1.0,1.0,3.0,16,145000.0
3415,121.0,4.0,43.8562586,18.4130763,1,1.0,1.0,1.0,1.0,1.0,3.0,16,460000.0
3416,106.0,3.0,43.85619671,18.4024333,1,1.0,0,0,1.0,1.0,3.0,16,175000.0
3417,55.0,2.0,43.85382353,18.40552052,2,1.0,0,0,1.0,1.0,3.0,16,150000.0
3431,65.0,2.0,43.8562586,18.4130763,0,1.0,1.0,0,1.0,1.0,1.0,16,160000.0
3433,100.0,3.0,43.85653711,18.40938558,2,0,0,0,1.0,1.0,1.0,16,320000.0
3434,81.0,3.0,43.8562586,18.4130763,2,0,0,0,1.0,1.0,3.0,16,164000.0
3436,80.0,3.0,43.85627407,18.41118266,5,0,1.0,1.0,1.0,0,3.0,16,330000.0
3437,92.0,4.0,43.85991005,18.41093053,4,1.0,0,0,1.0,0,1.0,16,250000.0
3439,69.0,3.0,43.8562586,18.4130763,4,1.0,0,0,1.0,1.0,3.0,16,180000.0
3608,97.0,3.0,43.8562586,18.4130763,1,0,0,0,1.0,1.0,3.0,16,370000.0
3609,100.0,3.0,43.85724885,18.41118803,2,0,0,0,1.0,1.0,3.0,16,330000.0
3610,84.0,3.0,43.8562586,18.4130763,1,0,0,0,1.0,1.0,1.0,16,175000.0
3611,66.0,3.0,43.8562586,18.4130763,0,0,0,0,1.0,1.0,4.0,16,145000.0
3612,85.0,3.0,43.8562586,18.4130763,7,1.0,1.0,0,1.0,0,3.0,16,303000.0
3614,90.0,4.0,43.85712507,18.40408554,7,1.0,1.0,0,0,1.0,4.0,16,205000.0
3615,102.0,5.0,43.85788321,18.41133823,2,1.0,0,0,1.0,1.0,1.0,16,359900.0
3616,82.0,3.0,43.85654484,18.41025462,0,0,0,0,1.0,1.0,5.0,16,268000.0
3617,101.0,3.0,43.85655645,18.40988447,2,0,0,0,1.0,1.0,3.0,16,320000.0
3618,67.0,3.0,43.85802246,18.41050138,2,0,0,0,1.0,1.0,1.0,16,145000.0
3619,89.0,3.0,43.8562586,18.4130763,2,1.0,1.0,1.0,0,0,4.0,16,347000.0
3620,70.0,3.0,43.8562586,18.4130763,2,1.0,1.0,1.0,1.0,0,1.0,16,209450.0
3622,105.0,3.0,43.85673825,18.4077548,4,1.0,0,0,0,0,1.0,16,198000.0
3623,133.0,4.0,43.85752735,18.41226091,4,1.0,0,0,1.0,0,1.0,16,370000.0
3624,36.0,1.5,43.8562586,18.4130763,0,1.0,0,0,1.0,1.0,3.0,16,246240.0
3625,66.0,2.0,43.85868721,18.41154534,3,1.0,1.0,0,1.0,1.0,3.0,16,181000.0
3627,108.0,3.0,43.85584084,18.40299119,3,1.0,0,0,1.0,1.0,1.0,16,180000.0
3628,108.0,4.0,43.85588725,18.40241184,3,0,0,0,1.0,1.0,3.0,16,220000.0
3629,108.0,3.0,43.85554685,18.40281953,3,0,0,0,1.0,1.0,1.0,16,180000.0
3630,48.0,1.0,43.85688524,18.40807666,3,0,0,0,1.0,1.0,5.0,16,134000.0
3631,107.0,4.0,43.85613482,18.40224018,3,0,0,0,1.0,1.0,1.0,16,180000.0
3632,54.0,2.0,43.8569236,18.40408441,0,1.0,1.0,0,1.0,0,1.0,16,100000.0
3633,84.0,3.0,43.8562586,18.4130763,3,0,0,0,1.0,0,3.0,16,187000.0
3634,84.0,3.0,43.8562586,18.4130763,3,0,0,0,1.0,0,3.0,16,187000.0
3635,84.0,3.0,43.8562586,18.4130763,3,0,0,0,1.0,0,3.0,16,187000.0
3640,88.0,3.0,43.85763566,18.41223945,3,1.0,1.0,0,1.0,1.0,1.0,16,320000.0
3641,88.0,3.0,43.85756603,18.41220726,3,1.0,1.0,0,1.0,1.0,1.0,16,293000.0
3642,81.0,3.0,43.8595542,18.40281953,0,1.0,1.0,0,1.0,1.0,2.0,16,165000.0
3643,105.0,4.0,43.85670731,18.4077548,3,1.0,0,0,0,1.0,1.0,16,280000.0
3644,75.0,2.0,43.85946136,18.41185321,2,1.0,0,0,1.0,1.0,1.0,16,229000.0
3645,63.0,3.0,43.85997193,18.4130763,4,1.0,0,0,0,1.0,4.0,16,139000.0
3646,82.0,4.0,43.85628955,18.4097289,3,0,0,0,1.0,1.0,5.0,16,260000.0
3647,60.0,3.0,43.85718696,18.40668191,5,0,0,0,0,1.0,0.0,16,150000.0
3648,64.0,2.0,43.86073004,18.4123682,0,0,0,1.0,0,1.0,1.0,16,185000.0
3649,67.0,3.0,43.86350712,18.4130763,2,0,0,0,1.0,1.0,1.0,16,110000.0
3650,103.0,3.0,43.85655258,18.40756168,1,0,0,0,1.0,1.0,1.0,16,330000.0
3651,103.0,3.0,43.85648162,18.40753403,1,0,0,0,1.0,1.0,1.0,16,330000.0
3653,90.0,3.0,43.8562586,18.4130763,3,1.0,1.0,1.0,0,0,1.0,16,271641.0
3654,74.0,3.0,43.85953099,18.41157426,5,1.0,1.0,0,1.0,0,1.0,16,185000.0
3655,108.0,3.0,43.85670731,18.40760459,1,1.0,0,0,1.0,0,3.0,16,350000.0
3656,72.0,2.0,43.86059854,18.4118103,0,1.0,0,0,1.0,0,1.0,16,130000.0
3657,60.0,2.0,43.85817793,18.41221994,1,1.0,0,0,0,0,4.0,16,132000.0
3658,108.0,4.0,43.85616576,18.40204706,3,0,0,0,1.0,0,3.0,16,180000.0
3659,130.0,4.0,43.85695561,18.41157621,1,0,0,0,1.0,0,3.0,16,210000.0
3660,107.0,3.0,43.85628568,18.40383341,3,0,0,0,1.0,0,1.0,16,169950.0
3661,107.0,4.0,43.8562586,18.4130763,4,1.0,0,0,1.0,1.0,1.0,16,219000.0
3663,44.0,2.0,43.86034325,18.41170301,4,1.0,0,0,0,1.0,1.0,16,134000.0
3664,111.0,4.0,43.85735715,18.41155281,1,1.0,0,0,1.0,1.0,3.0,16,220000.0
3665,92.0,3.0,43.85649069,18.40468635,1,1.0,0,0,0,1.0,1.0,16,228000.0
3669,89.0,4.0,43.85670731,18.40677847,1,1.0,0,0,1.0,0,1.0,16,356000.0
3670,45.0,2.0,43.85615416,18.41115584,3,0,0,0,0,0,5.0,16,129000.0
3671,49.0,2.0,43.86150362,18.4114026,1,0,0,0,0,0,1.0,16,135000.0
3673,130.0,5.0,43.8569394,18.41170301,1,0,0,0,1.0,1.0,3.0,16,220000.0
3674,109.0,4.0,43.8562586,18.4130763,0,0,0,0,0,0,3.0,16,239000.0
3675,68.0,2.0,43.85653711,18.41187467,4,0,0,0,0,1.0,5.0,16,40800.0
3676,76.0,3.0,43.8562586,18.4130763,1,1.0,1.0,0,1.0,0,1.0,16,284197.0
3677,31.0,1.0,43.8562586,18.4130763,0,0,0,0,1.0,0,3.0,16,82000.0
3678,78.0,3.0,43.8634375,18.41166009,1,1.0,1.0,0,1.0,1.0,1.0,16,170000.0
3679,75.0,2.0,43.85879607,18.41146698,2,1.0,0,0,1.0,1.0,1.0,16,210000.0
3682,87.0,4.0,43.85723337,18.4077548,4,0,0,0,1.0,1.0,1.0,16,330000.0
3683,46.0,1.0,43.856599,18.40897789,4,0,0,0,1.0,1.0,1.0,16,113000.0
3684,75.0,2.0,43.85631662,18.40716471,0,0,0,0,1.0,1.0,3.0,16,169000.0
3685,58.0,2.0,43.8598791,18.40582361,0,0,0,0,1.0,0,3.0,16,105000.0
3686,58.0,2.0,43.8562586,18.4130763,1,1.0,0,0,0,0,4.0,16,43500.0
3687,72.0,3.0,43.8562586,18.4130763,2,0,0,0,1.0,1.0,1.0,16,230000.0
3688,70.0,3.0,43.85790642,18.41035118,2,1.0,0,0,1.0,0,3.0,16,165000.0
3690,48.0,2.0,43.85285451,18.41093053,4,1.0,1.0,1.0,1.0,0,1.0,16,153600.0
3691,84.0,3.0,43.85407691,18.40592821,0,0,0,0,0,1.0,3.0,16,212000.0
3692,116.0,3.0,43.85229746,18.4130763,3,1.0,0,0,1.0,1.0,1.0,16,185600.0
3693,65.0,2.0,43.8562586,18.4130763,5,1.0,0,0,1.0,0,3.0,16,138000.0
3694,80.0,3.0,43.8562586,18.4130763,2,0,0,0,1.0,1.0,1.0,16,248000.0
3695,95.0,3.0,43.85663381,18.40948214,1,1.0,0,0,1.0,1.0,1.0,16,260000.0
3696,140.0,5.0,43.85696647,18.4075134,3,1.0,0,0,1.0,1.0,1.0,16,420000.0
3697,69.0,3.0,43.8562586,18.4130763,0,1.0,0,1.0,1.0,0,1.0,16,199872.0
3698,101.0,4.0,43.85591820000001,18.41133555,1,0,0,0,1.0,0,3.0,16,220000.0
3700,57.0,2.0,43.85403124,18.41157621,3,1.0,0,1.0,1.0,1.0,5.0,16,226000.0
3701,68.0,3.0,43.85817793,18.41221994,2,1.0,0,0,0,1.0,4.0,16,95000.0
3702,111.0,4.0,43.8562586,18.4130763,1,1.0,0,0,1.0,1.0,3.0,16,230000.0
3703,110.0,4.0,43.85681562,18.41168155,3,1.0,0,0,0,1.0,1.0,16,200000.0
3704,45.0,1.0,43.85953454,18.41291428,0,0,0,0,1.0,1.0,3.0,16,160000.0
3705,54.0,2.0,43.85799345,18.40715532,0,0,0,0,0,1.0,5.0,16,125000.0
3706,83.0,3.0,43.85621218,18.40859165,3,0,0,0,1.0,1.0,5.0,16,240700.0
3708,40.0,1.5,43.8562586,18.4130763,0,0,0,0,1.0,0,5.0,16,139000.0
3709,50.0,2.0,43.85926023,18.4049653,2,0,0,0,0,0,1.0,16,155000.0
3710,50.0,2.0,43.8562586,18.4130763,3,1.0,0,0,1.0,0,3.0,16,130000.0
3711,98.0,3.0,43.85650616,18.41120948,0,0,0,0,1.0,0,3.0,16,300000.0
3712,100.0,4.0,43.85910551,18.4088706,2,0,0,0,0,0,1.0,16,140000.0
3713,51.0,2.0,43.8562586,18.4130763,1,1.0,0,0,0,1.0,4.0,16,139000.0
3714,70.0,3.0,43.85665315,18.40893497,5,1.0,1.0,0,1.0,1.0,3.0,16,180000.0
3715,70.0,3.0,43.85709412,18.40865602,5,1.0,1.0,0,0,1.0,1.0,16,180000.0
3718,84.0,3.0,43.85697034,18.40791573,0,1.0,0,0,1.0,1.0,1.0,16,252000.0
3719,98.0,4.0,43.85414847,18.4057941,5,1.0,0,0,1.0,1.0,1.0,16,198000.0
3720,79.0,3.0,43.85665955,18.4099051,3,0,1.0,0,0,1.0,4.0,16,134990.0
3721,35.0,1.0,43.85406917,18.41150989,0,0,0,0,1.0,1.0,3.0,16,100000.0
3722,99.0,3.0,43.85724885,18.41142406,1,0,0,0,1.0,1.0,6.0,16,175000.0
3723,89.0,3.0,43.8562586,18.4130763,2,0,0,0,0,1.0,5.0,16,160000.0
3724,84.0,3.0,43.85616576,18.4119605,0,0,0,0,0,1.0,1.0,16,185000.0
3725,52.0,2.0,43.85613064,18.41063976,4,0,0,0,1.0,1.0,5.0,16,160000.0
3726,71.0,3.0,43.8562586,18.4130763,3,0,0,0,1.0,1.0,5.0,16,160000.0
3727,121.0,4.0,43.8562586,18.4130763,2,1.0,0,0,1.0,1.0,5.0,16,279000.0
3729,70.0,3.0,43.85662994,18.40904226,5,1.0,1.0,0,1.0,0,3.0,16,200000.0
3730,54.0,2.0,43.85817793,18.41221994,3,1.0,0,0,0,0,3.0,16,90000.0
3731,112.0,4.0,43.85788321,18.40807666,5,1.0,0,0,1.0,0,1.0,16,297000.0
3733,98.0,4.0,43.85412720000001,18.40547492,5,1.0,0,0,0,0,1.0,16,198000.0
3734,80.0,3.0,43.85746546,18.40286245,10,1.0,0,0,0,0,4.0,16,200300.0
3735,98.0,4.0,43.85640366,18.41036459,0,0,0,0,1.0,0,3.0,16,300000.0
3736,77.0,3.0,43.8562586,18.4130763,3,0,0,0,1.0,0,3.0,16,200000.0
3739,95.0,3.0,43.85624313,18.41200342,1,0,0,0,0,0,3.0,16,210000.0
3742,120.0,5.0,43.8582236,18.4114026,4,0,0,0,1.0,0,1.0,16,250000.0
3743,223.0,5.0,43.85594528,18.40245475,2,1.0,0,0,1.0,1.0,1.0,16,500000.0
3744,112.0,5.0,43.8558331,18.40244402,2,1.0,0,0,1.0,1.0,1.0,16,250000.0
3745,92.0,4.0,43.86069910000001,18.41234674,0,0,0,0,1.0,1.0,3.0,16,189900.0
3746,100.0,4.0,43.85749222,18.41162682,2,0,0,0,1.0,1.0,0.0,16,250000.0
3748,56.0,2.0,43.86133343,18.41118803,1,1.0,0,0,0,0,5.0,16,144500.0
3749,173.0,5.0,43.8574964,18.41166009,1,1.0,0,0,1.0,0,3.0,16,425000.0
3750,107.0,4.0,43.85601104,18.4021758,3,0,0,0,1.0,0,3.0,16,180000.0
3751,121.0,4.0,43.8562586,18.4130763,2,1.0,0,0,1.0,1.0,4.0,16,300000.0
3753,89.0,2.0,43.85718696,18.41233601,2,1.0,0,0,1.0,1.0,5.0,16,230000.0
3754,40.0,1.5,43.85718696,18.41150989,4,0,0,0,1.0,1.0,3.0,16,104000.0
3755,152.0,5.0,43.8562586,18.4130763,1,0,0,0,1.0,1.0,3.0,16,480000.0
3759,55.0,2.0,43.8562586,18.4130763,0,0,0,0,1.0,1.0,1.0,16,125000.0
3760,101.0,4.0,43.8559298,18.41132482,1,0,0,0,1.0,1.0,3.0,16,220000.0
3762,50.0,2.0,43.85828549,18.41128458,2,0,0,0,0,1.0,5.0,16,165000.0
3763,48.0,2.0,43.8562586,18.4130763,3,0,0,0,0,0,5.0,16,134000.0
3765,110.0,4.0,43.8562586,18.4130763,1,0,0,0,0,0,4.0,16,203500.0
3766,92.0,3.0,43.85685011,18.40731382,1,0,0,0,1.0,0,1.0,16,265000.0
3767,69.0,3.0,43.85698195,18.40877404,5,1.0,1.0,0,1.0,1.0,3.0,16,175000.0
3768,71.0,4.0,43.85703997,18.41167082,3,0,0,0,1.0,1.0,3.0,16,125000.0
3769,67.0,3.0,43.85829323,18.41036459,1,0,0,0,1.0,1.0,3.0,16,95900.0
3770,98.0,5.0,43.85414654,18.40587725,5,0,0,0,0,1.0,4.0,16,196000.0
3772,100.0,4.0,43.85404178,18.40612292,5,1.0,0,0,1.0,0,1.0,16,198000.0
3773,84.0,3.0,43.85633178,18.41072559,3,1.0,0,0,1.0,0,1.0,16,160000.0
3774,67.0,2.0,43.8562586,18.4130763,8,1.0,0,0,1.0,0,3.0,16,235170.0
3775,21.0,0.5,43.8562586,18.4130763,0,1.0,0,0,0,0,5.0,16,51000.0
3776,46.0,2.0,43.8529783,18.4088706,1,1.0,0,0,0,0,3.0,16,150696.0
3778,108.0,3.0,43.85580989,18.40211143,4,0,0,0,0,0,3.0,16,216000.0
3779,106.0,4.0,43.86148815,18.41262569,1,0,0,0,0,0,2.0,16,230000.0
3780,136.0,4.0,43.8562586,18.4130763,0,0,0,0,0,0,1.0,16,285000.0
3781,131.0,4.0,43.8562586,18.4130763,4,0,0,0,0,0,3.0,16,380000.0
3784,51.0,2.0,43.85304019,18.40929975,0,0,0,0,0,0,3.0,16,158125.0
3785,48.0,2.0,43.85689298,18.40811421,3,0,0,0,0,0,5.0,16,138000.0
3790,107.0,3.0,43.85546729,18.40096523,3,0,0,0,0,0,1.0,16,170000.0
3792,92.0,3.0,43.8562586,18.4130763,1,0,0,0,0,0,1.0,16,110400.0
3793,130.0,3.0,43.8562586,18.4130763,1,0,0,0,0,0,1.0,16,400000.0
3794,74.0,3.0,43.85826269,18.4118082,5,0,0,0,0,0,1.0,16,189000.0
3795,100.0,3.0,43.85817793,18.41221994,4,0,0,0,0,0,6.0,16,75000.0
3796,62.0,3.0,43.85718696,18.41185321,1,0,0,0,0,0,5.0,16,130000.0
3797,105.0,4.0,43.85691619,18.40773334,3,0,0,0,0,0,3.0,16,295000.0
3800,108.0,5.0,43.85573632,18.40276279,3,0,0,0,0,0,3.0,16,230000.0
3803,49.0,2.0,43.8588889,18.41114511,2,0,0,0,0,0,5.0,16,165000.0
3804,151.0,5.0,43.8565139,18.40969672,2,0,0,0,0,0,3.0,16,480000.0
3805,68.0,3.0,43.85537159,18.41096199,0,1.0,0,0,1.0,1.0,3.0,16,188000.0
3806,82.0,4.0,43.86223077,18.4049653,3,1.0,0,0,1.0,1.0,3.0,16,189000.0
3807,71.0,3.0,43.85715601,18.41163864,3,0,0,0,1.0,1.0,3.0,16,140000.0
3821,180.0,4.0,43.8562586,18.4130763,3,1.0,0,1.0,1.0,0,1.0,16,240000.0
3822,111.0,4.0,43.85589499,18.40239038,2,1.0,0,0,1.0,1.0,1.0,16,265000.0
3824,107.0,4.0,43.85586405,18.40229382,3,0,0,0,1.0,1.0,1.0,16,190000.0
3825,37.0,1.5,43.8562586,18.4130763,2,0,0,0,1.0,1.0,3.0,16,88000.0
3826,49.0,2.0,43.86116325,18.41135969,1,0,0,0,1.0,1.0,3.0,16,125000.0
3828,77.0,3.0,43.8562586,18.4130763,5,0,0,0,1.0,0,3.0,16,195000.0
3831,56.0,2.0,43.8562586,18.4130763,2,1.0,0,0,1.0,0,1.0,16,166500.0
3834,115.0,4.0,43.85585832,18.40214852,2,1.0,0,0,1.0,1.0,3.0,16,245000.0
3835,38.0,1.0,43.8562586,18.4130763,0,1.0,0,0,1.0,1.0,3.0,16,53000.0
